begin,end,id,text,prep_verbal,prep_read
0.918,2.961,R072-S01-T003-U000001,[주제곡],,주제곡
55.389,58.016,R072-S01-T003-U000002,[차분한 음악][새가 지저귄다],,차분한 음악 새가 지저귄다
93.176,94.219,R072-S01-T003-U000003,[한숨],,한숨
95.262,97.472,R072-S01-T003-U000004,[전화벨이 울린다],,전화벨이 울린다
107.316,108.442,R072-S01-T003-U000005,[한숨],,한숨
111.528,112.946,R072-S01-T003-U000006,"네, 김우진입니다","네 , 김우진입니다","네 , 김우진입니다"
113.989,116.366,R072-S01-T003-U000007,[슬픈 음악],,슬픈 음악
118.285,120.329,R072-S01-T003-U000008,"어디십니까, 말씀하십시오","어디십니까 , 말씀하십시오","어디십니까 , 말씀하십시오"
132.257,133.675,R072-S01-T003-U000009,용건 없으시면 끊습니다,용건 없으시면 끊습니다,용건 없으시면 끊습니다
148.94,150.108,R072-S01-T003-U000010,시...,시 . . .,시 . . .
150.776,151.693,R072-S01-T003-U000011,심덕?,심덕 ?,심덕 ?
160.786,161.828,R072-S01-T003-U000012,당신 맞죠?,당신 맞죠 ?,당신 맞죠 ?
163.83,164.915,R072-S01-T003-U000013,[수화기를 달그락 내려놓는다],,수화기를 달그락 내려놓는다
168.21,169.586,R072-S01-T003-U000014,[수화기와 안경을 탁 내려놓는다],,수화기와 안경을 탁 내려놓는다
182.849,185.06,R072-S01-T003-U000015,[심덕이 흐느낀다],,심덕이 흐느낀다
185.852,187.604,R072-S01-T003-U000016,(성규)우진이가 안 들어와?,우진이가 안 들어와 ?,성규 우진이가 안 들어와 ?
188.021,191.942,R072-S01-T003-U000017,밤늦도록 서재가 비어 있기에회사에서 늦게 오시나 보다 했는데,밤늦도록 서재가 비어 있기에회사에서 늦게 오시나 보다 했는데,밤늦도록 서재가 비어 있기에회사에서 늦게 오시나 보다 했는데
192.567,194.82,R072-S01-T003-U000018,아까 가 보니 여전히 비어 있었습니다,아까 가 보니 여전히 비어 있었습니다,아까 가 보니 여전히 비어 있었습니다
195.278,198.657,R072-S01-T003-U000019,새벽에 들어왔다일찍 나간 건 아니더냐?,새벽에 들어왔다일찍 나간 건 아니더냐 ?,새벽에 들어왔다일찍 나간 건 아니더냐 ?
198.74,201.66,R072-S01-T003-U000020,머물렀다 간 흔적이 없었습니다,머물렀다 간 흔적이 없었습니다,머물렀다 간 흔적이 없었습니다
204.371,206.54,R072-S01-T003-U000021,[어두운 음악],,어두운 음악
209.96,213.839,R072-S01-T003-U000022,(직원)어제 일 마치고사장님께 드릴 말씀이 있어서 갔더니,어제 일 마치고사장님께 드릴 말씀이 있어서 갔더니,직원 어제 일 마치고사장님께 드릴 말씀이 있어서 갔더니
213.922,215.298,R072-S01-T003-U000023,안 계셨습니다,안 계셨습니다,안 계셨습니다
215.382,218.76,R072-S01-T003-U000024,그래서 일찍 댁에가신 건가 생각했는데...,그래서 일찍 댁에가신 건가 생각했는데 . . .,그래서 일찍 댁에가신 건가 생각했는데 . . .
263.555,265.64,R072-S01-T003-U000025,[분위기가 고조되는 음악],,분위기가 고조되는 음악
271.48,272.397,R072-S01-T003-U000026,[편지를 탁 내려놓는다],,편지를 탁 내려놓는다
