begin,end,id,text,prep_verbal,prep_read
1.001,3.003,R162-S07-T001-U000001,[주제곡],,주제곡
5.038,7.04,R162-S07-T001-U000002,"♪ 와, 뽀로로다 ♪","와 , 뽀로로다","와 , 뽀로로다"
8.475,10.244,R162-S07-T001-U000003,"♪ 안녕, 뽀로로 ♪","안녕 , 뽀로로","안녕 , 뽀로로"
12.079,17.184,R162-S07-T001-U000004,"♪ 안녕, 친구들, 안녕, 친구들 ♪","안녕 , 친구들 , 안녕 , 친구들","안녕 , 친구들 , 안녕 , 친구들"
17.251,22.256,R162-S07-T001-U000005,♪ 모두 함께 놀자개구쟁이 뽀로로 ♪,모두 함께 놀자개구쟁이 뽀로로,모두 함께 놀자개구쟁이 뽀로로
22.656,27.594,R162-S07-T001-U000006,"♪ 안녕, 친구들, 안녕, 친구들 ♪","안녕 , 친구들 , 안녕 , 친구들","안녕 , 친구들 , 안녕 , 친구들"
27.995,33.166,R162-S07-T001-U000007,♪ 모두 뛰어놀자뽀롱 뽀롱 뽀로로 ♪,모두 뛰어놀자뽀롱 뽀롱 뽀로로,모두 뛰어놀자뽀롱 뽀롱 뽀로로
33.233,34.968,R162-S07-T001-U000008,♪ 뽀롱 뽀롱 뽀로로롱 ♪,뽀롱 뽀롱 뽀로로롱,뽀롱 뽀롱 뽀로로롱
35.035,38.305,R162-S07-T001-U000009,♪ 언제나 즐거운 개구쟁이 ♪,언제나 즐거운 개구쟁이,언제나 즐거운 개구쟁이
38.672,41.508,R162-S07-T001-U000010,♪ 꼬마 펭귄 뽀로로 ♪,꼬마 펭귄 뽀로로,꼬마 펭귄 뽀로로
42.175,45.178,R162-S07-T001-U000011,♪ 귀여운 내 친구 개구쟁이 ♪,귀여운 내 친구 개구쟁이,귀여운 내 친구 개구쟁이
45.646,48.649,R162-S07-T001-U000012,♪ 뽀롱 뽀롱 뽀롱 뽀롱 뽀로로 ♪,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로
49.116,54.054,R162-S07-T001-U000013,"♪ 꼭꼭 숨어라, 숨바꼭질도 ♪","꼭꼭 숨어라 , 숨바꼭질도","꼭꼭 숨어라 , 숨바꼭질도"
54.454,59.426,R162-S07-T001-U000014,♪ 친구들과 하면언제나 즐거워 ♪,친구들과 하면언제나 즐거워,친구들과 하면언제나 즐거워
59.493,61.495,R162-S07-T001-U000015,♪ 가위바위보 ♪,가위바위보,가위바위보
61.562,64.798,R162-S07-T001-U000016,♪ 술래잡기도 ♪,술래잡기도,술래잡기도
64.865,70.103,R162-S07-T001-U000017,♪ 뽀로로와 하면언제나 즐거워 ♪,뽀로로와 하면언제나 즐거워,뽀로로와 하면언제나 즐거워
70.337,71.972,R162-S07-T001-U000018,♪ 뽀롱 뽀롱 뽀로로롱 ♪,뽀롱 뽀롱 뽀로로롱,뽀롱 뽀롱 뽀로로롱
72.039,75.042,R162-S07-T001-U000019,♪ 언제나 즐거운 개구쟁이 ♪,언제나 즐거운 개구쟁이,언제나 즐거운 개구쟁이
75.642,79.012,R162-S07-T001-U000020,♪ 꼬마 펭귄 뽀로로 ♪,꼬마 펭귄 뽀로로,꼬마 펭귄 뽀로로
79.079,82.049,R162-S07-T001-U000021,♪ 귀여운 내 친구 개구쟁이 ♪,귀여운 내 친구 개구쟁이,귀여운 내 친구 개구쟁이
82.649,86.086,R162-S07-T001-U000022,♪ 뽀롱 뽀롱 뽀롱 뽀롱 뽀로로 ♪,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로
86.153,89.723,R162-S07-T001-U000023,♪ 뽀롱 뽀롱 뽀롱 뽀롱 뽀로로 ♪,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로,뽀롱 뽀롱 뽀롱 뽀롱 뽀로로
89.79,93.36,R162-S07-T001-U000024,[친구들의 웃음],,친구들의 웃음
96.129,98.298,R162-S07-T001-U000025,[밝은 음악][뽀로로의 다급한 숨소리](크롱) 크롱,크롱,밝은 음악 뽀로로의 다급한 숨소리 크롱 크롱
98.365,99.967,R162-S07-T001-U000026,(뽀로로) 어? 아![크롱의 익살스러운 탄성],어 ? 아 !,뽀로로 어 ? 아 ! 크롱의 익살스러운 탄성
100.033,102.402,R162-S07-T001-U000027,"[뽀로로의 힘주는 숨소리](크롱) 크롱, 크롱","크롱 , 크롱","뽀로로의 힘주는 숨소리 크롱 크롱 , 크롱"
102.469,103.971,R162-S07-T001-U000028,(뽀로로) '변신 로봇 로디',변신 로봇 로디,뽀로로 변신 로봇 로디
104.037,106.039,R162-S07-T001-U000029,[크롱의 익살스러운 탄성](크롱) 크롱,크롱,크롱의 익살스러운 탄성 크롱 크롱
106.106,107.841,R162-S07-T001-U000030,[평화로운 음악],,평화로운 음악
107.908,110.544,R162-S07-T001-U000031,(내레이션) 뽀롱뽀롱 숲에아침이 밝았어요,뽀롱뽀롱 숲에아침이 밝았어요,내레이션 뽀롱뽀롱 숲에아침이 밝았어요
112.279,113.347,R162-S07-T001-U000032,- (뽀로로) 로디- (크롱) 크롱,로디 크롱,뽀로로 로디 크롱 크롱
113.413,116.483,R162-S07-T001-U000033,"(로디) 뽀로로, 크롱, 안녕","뽀로로 , 크롱 , 안녕","로디 뽀로로 , 크롱 , 안녕"
116.55,118.018,R162-S07-T001-U000034,- (뽀로로) 안녕- (크롱) 크롱,안녕 크롱,뽀로로 안녕 크롱 크롱
118.085,120.12,R162-S07-T001-U000035,- (뽀로로) 그런데 에디는?- 크롱?,그런데 에디는 ? 크롱 ?,뽀로로 그런데 에디는 ? 크롱 ?
120.587,123.924,R162-S07-T001-U000036,에디는 뭘 만들고 있는 것 같아,에디는 뭘 만들고 있는 것 같아,에디는 뭘 만들고 있는 것 같아
124.191,126.76,R162-S07-T001-U000037,어? 뭘 만든다고?,어 ? 뭘 만든다고 ?,어 ? 뭘 만든다고 ?
126.827,128.295,R162-S07-T001-U000038,- (크롱) 크롱크롱!- (뽀로로) 어?,크롱크롱 ! 어 ?,크롱 크롱크롱 ! 뽀로로 어 ?
128.362,130.831,R162-S07-T001-U000039,"그래, 가 보자[신나는 음악][로디의 웃음]","그래 , 가 보자","그래 , 가 보자 신나는 음악 로디의 웃음"
130.897,131.965,R162-S07-T001-U000040,(로디) 같이 가,같이 가,로디 같이 가
133.2,134.301,R162-S07-T001-U000041,(뽀로로) 에디,에디,뽀로로 에디
135.469,137.304,R162-S07-T001-U000042,어? 안녕,어 ? 안녕,어 ? 안녕
137.771,140.04,R162-S07-T001-U000043,"에디, 뭘 만든다며?","에디 , 뭘 만든다며 ?","에디 , 뭘 만든다며 ?"
140.107,142.576,R162-S07-T001-U000044,- 좀 보여 줘- (크롱) 크롱크롱[뽀로로의 웃음],좀 보여 줘 크롱크롱,좀 보여 줘 크롱 크롱크롱 뽀로로의 웃음
142.876,144.578,R162-S07-T001-U000045,아직은 안 돼[잔잔한 음악],아직은 안 돼,아직은 안 돼 잔잔한 음악
144.644,146.413,R162-S07-T001-U000046,다 만들면 보여 줄게,다 만들면 보여 줄게,다 만들면 보여 줄게
146.48,148.815,R162-S07-T001-U000047,- (뽀로로) 아?- (에디) 그럼 난 바빠서 이만[뽀로로와 크롱의 의아한 숨소리],아 ? 그럼 난 바빠서 이만,뽀로로 아 ? 에디 그럼 난 바빠서 이만 뽀로로와 크롱의 의아한 숨소리
148.882,149.883,R162-S07-T001-U000048,"[뽀로로와 로디의 놀란 숨소리](크롱) 크롱, 크롱","크롱 , 크롱","뽀로로와 로디의 놀란 숨소리 크롱 크롱 , 크롱"
151.118,153.086,R162-S07-T001-U000049,- 저러니까 더 궁금하네- (크롱) 크롱[흥미로운 음악],저러니까 더 궁금하네 크롱,저러니까 더 궁금하네 크롱 크롱 흥미로운 음악
153.153,154.588,R162-S07-T001-U000050,- (에디) 바로 이거야!- (뽀로로) 어?,바로 이거야 ! 어 ?,에디 바로 이거야 ! 뽀로로 어 ?
154.655,156.356,R162-S07-T001-U000051,[에디의 신난 웃음],,에디의 신난 웃음
156.423,158.859,R162-S07-T001-U000052,- 뭔데 저렇게 좋아하는 거지?- (에디) 우와[에디의 웃음],뭔데 저렇게 좋아하는 거지 ? 우와,뭔데 저렇게 좋아하는 거지 ? 에디 우와 에디의 웃음
159.126,161.495,R162-S07-T001-U000053,[뽀로로의 헛기침]살짝만 볼까?,살짝만 볼까 ?,뽀로로의 헛기침 살짝만 볼까 ?
161.561,163.363,R162-S07-T001-U000054,- (로디) 좋아- (크롱) 크롱크롱[뽀로로의 옅은 웃음],좋아 크롱크롱,로디 좋아 크롱 크롱크롱 뽀로로의 옅은 웃음
166.366,167.768,R162-S07-T001-U000055,(뽀로로) 어?[에디가 중얼거린다],어 ?,뽀로로 어 ? 에디가 중얼거린다
167.834,169.536,R162-S07-T001-U000056,"어, 저기?[에디의 못마땅한 탄성]","어 , 저기 ?","어 , 저기 ? 에디의 못마땅한 탄성"
170.871,172.372,R162-S07-T001-U000057,"너희들, 정말!","너희들 , 정말 !","너희들 , 정말 !"
172.439,174.041,R162-S07-T001-U000058,[친구들의 놀란 탄성],,친구들의 놀란 탄성
174.975,176.209,R162-S07-T001-U000059,- 치!- (크롱) 크롱,치 ! 크롱,치 ! 크롱 크롱
177.01,178.712,R162-S07-T001-U000060,(로디) 뭔데 저러지?,뭔데 저러지 ?,로디 뭔데 저러지 ?
178.779,180.847,R162-S07-T001-U000061,- (뽀로로) 그러게- (크롱) 크롱[로디의 생각하는 숨소리],그러게 크롱,뽀로로 그러게 크롱 크롱 로디의 생각하는 숨소리
181.248,183.05,R162-S07-T001-U000062,다시 시작해 볼까?,다시 시작해 볼까 ?,다시 시작해 볼까 ?
183.116,185.018,R162-S07-T001-U000063,[밝은 음악](에디) 거의 완성이야,거의 완성이야,밝은 음악 에디 거의 완성이야
185.452,188.155,R162-S07-T001-U000064,[웃음]이걸 보면 다 깜짝 놀라겠지?,이걸 보면 다 깜짝 놀라겠지 ?,웃음 이걸 보면 다 깜짝 놀라겠지 ?
188.221,190.157,R162-S07-T001-U000065,(뽀로로) 어?[친구들의 탄성],어 ?,뽀로로 어 ? 친구들의 탄성
190.223,193.66,R162-S07-T001-U000066,이런 걸 만들다니에디는 정말 천재야![친구들이 호응한다],이런 걸 만들다니에디는 정말 천재야 !,이런 걸 만들다니에디는 정말 천재야 ! 친구들이 호응한다
193.727,195.128,R162-S07-T001-U000067,[웃음],,웃음
195.195,197.064,R162-S07-T001-U000068,아! 이럴 때가 아니지,아 ! 이럴 때가 아니지,아 ! 이럴 때가 아니지
