begin,end,id,text,prep_verbal,prep_read
0.417,2.336,R058-S01-T012-U000001,[주제곡],,주제곡
51.927,53.804,R058-S01-T012-U000002,[잔잔한 음악이 흘러나온다],,잔잔한 음악이 흘러나온다
55.514,60.018,R058-S01-T012-U000003,그렇다면 궁철이 넌정해 씨가 완벽해서 사랑하는 거구나?,그렇다면 궁철이 넌정해 씨가 완벽해서 사랑하는 거구나 ?,그렇다면 궁철이 넌정해 씨가 완벽해서 사랑하는 거구나 ?
60.102,61.937,R058-S01-T012-U000004,(궁철)그거야 인마,그거야 인마,궁철 그거야 인마
62.02,64.815,R058-S01-T012-U000005,사랑하다 보니까 완벽한 거지이 자식아,사랑하다 보니까 완벽한 거지이 자식아,사랑하다 보니까 완벽한 거지이 자식아
67.985,68.986,R058-S01-T012-U000006,그럼 해숙이는?,그럼 해숙이는 ?,그럼 해숙이는 ?
69.528,70.862,R058-S01-T012-U000007,[긴장되는 음악],,긴장되는 음악
73.657,74.866,R058-S01-T012-U000008,해숙이는 왜 사랑했는데?,해숙이는 왜 사랑했는데 ?,해숙이는 왜 사랑했는데 ?
79.246,80.539,R058-S01-T012-U000009,(궁철)자식이 진짜,자식이 진짜,궁철 자식이 진짜
81.373,83.625,R058-S01-T012-U000010,"야, 언제 적 얘기를 하냐너 지금, 이게","야 , 언제 적 얘기를 하냐너 지금 , 이게","야 , 언제 적 얘기를 하냐너 지금 , 이게"
84.251,85.127,R058-S01-T012-U000011,"야, 기억도 안 나는 거","야 , 기억도 안 나는 거","야 , 기억도 안 나는 거"
85.21,86.461,R058-S01-T012-U000012,"[웃으며]참, 나","참 , 나","웃으며 참 , 나"
87.087,88.171,R058-S01-T012-U000013,"아유, 더워","아유 , 더워","아유 , 더워"
88.672,91.967,R058-S01-T012-U000014,"여보, 나 화장실 좀 다녀올게","여보 , 나 화장실 좀 다녀올게","여보 , 나 화장실 좀 다녀올게"
92.05,93.385,R058-S01-T012-U000015,"(궁철)어, 그래","어 , 그래","궁철 어 , 그래"
101.018,103.687,R058-S01-T012-U000016,[사람들의 대화 소리가 들린다],,사람들의 대화 소리가 들린다
124.708,126.209,R058-S01-T012-U000017,(정해)뭐 하는 거야?,뭐 하는 거야 ?,정해 뭐 하는 거야 ?
126.293,127.336,R058-S01-T012-U000018,비켜,비켜,비켜
127.419,130.047,R058-S01-T012-U000019,(재훈)내가 해숙이 얘기 해서 화났니?,내가 해숙이 얘기 해서 화났니 ?,재훈 내가 해숙이 얘기 해서 화났니 ?
131.631,135.218,R058-S01-T012-U000020,그럴 리가 있어? 바람 쐬고 와,그럴 리가 있어 ? 바람 쐬고 와,그럴 리가 있어 ? 바람 쐬고 와
135.302,136.345,R058-S01-T012-U000021,(재훈)궁철이가,궁철이가,재훈 궁철이가
137.346,140.891,R058-S01-T012-U000022,하도 순애보처럼 굴면서유난 떨길래 봐 줄 수가 있어야지,하도 순애보처럼 굴면서유난 떨길래 봐 줄 수가 있어야지,하도 순애보처럼 굴면서유난 떨길래 봐 줄 수가 있어야지
143.06,146.772,R058-S01-T012-U000023,봐 줄 수가 없어서기껏 꺼낸 게 해숙이 얘기니?,봐 줄 수가 없어서기껏 꺼낸 게 해숙이 얘기니 ?,봐 줄 수가 없어서기껏 꺼낸 게 해숙이 얘기니 ?
147.356,150.984,R058-S01-T012-U000024,"아, 그럼 해숙이 얘기 말고다른 얘길 꺼낼 걸 그랬나?","아 , 그럼 해숙이 얘기 말고다른 얘길 꺼낼 걸 그랬나 ?","아 , 그럼 해숙이 얘기 말고다른 얘길 꺼낼 걸 그랬나 ?"
152.235,155.113,R058-S01-T012-U000025,이를테면 너하고 내 얘기?[의미심장한 음악],이를테면 너하고 내 얘기 ?,이를테면 너하고 내 얘기 ? 의미심장한 음악
156.281,159.618,R058-S01-T012-U000026,너 이혼하고 나더니 막 나가는구나?,너 이혼하고 나더니 막 나가는구나 ?,너 이혼하고 나더니 막 나가는구나 ?
160.202,163.997,R058-S01-T012-U000027,"뭐, 아직까지 막 나갈 생각은 없는데원하면 그렇게 해 주고","뭐 , 아직까지 막 나갈 생각은 없는데원하면 그렇게 해 주고","뭐 , 아직까지 막 나갈 생각은 없는데원하면 그렇게 해 주고"
167.25,171.254,R058-S01-T012-U000028,궁철이랑 나 둘 중에누가 더 널 사랑하는 것 같아?,궁철이랑 나 둘 중에누가 더 널 사랑하는 것 같아 ?,궁철이랑 나 둘 중에누가 더 널 사랑하는 것 같아 ?
172.631,175.175,R058-S01-T012-U000029,누가 더 날 사랑하는 건 상관없어,누가 더 날 사랑하는 건 상관없어,누가 더 날 사랑하는 건 상관없어
176.218,178.678,R058-S01-T012-U000030,중요한 건 내가 사랑하는 건궁철이라는 거야,중요한 건 내가 사랑하는 건궁철이라는 거야,중요한 건 내가 사랑하는 건궁철이라는 거야
179.721,180.597,R058-S01-T012-U000031,(정해)알겠어?,알겠어 ?,정해 알겠어 ?
187.145,188.355,R058-S01-T012-U000032,대체 난 너한테 뭐야?,대체 난 너한테 뭐야 ?,대체 난 너한테 뭐야 ?
189.439,190.315,R058-S01-T012-U000033,(정해)이거 안 놔?,이거 안 놔 ?,정해 이거 안 놔 ?
190.899,193.735,R058-S01-T012-U000034,"(재훈)말해, 너한테 난 뭐였어?","말해 , 너한테 난 뭐였어 ?","재훈 말해 , 너한테 난 뭐였어 ?"
193.819,196.154,R058-S01-T012-U000035,(정해)몰라서 물어?나한테 너 아무것도 아니야,몰라서 물어 ? 나한테 너 아무것도 아니야,정해 몰라서 물어 ? 나한테 너 아무것도 아니야
196.947,199.741,R058-S01-T012-U000036,아무것도 아닌데 나한테 그런 거야?,아무것도 아닌데 나한테 그런 거야 ?,아무것도 아닌데 나한테 그런 거야 ?
203.328,205.497,R058-S01-T012-U000037,그땐 살고 싶은 생각도 없었으니까,그땐 살고 싶은 생각도 없었으니까,그땐 살고 싶은 생각도 없었으니까
206.081,209.084,R058-S01-T012-U000038,하루하루가 지옥이었으니까누구든 상관없었으니까,하루하루가 지옥이었으니까누구든 상관없었으니까,하루하루가 지옥이었으니까누구든 상관없었으니까
