begin,end,id,text,prep_verbal,prep_read
6.006,9.843,R260-S01-T008-U000001,"""NETFLIX 오리지널 시리즈""",,
10.577,12.579,R260-S01-T008-U000002,[밝은 음악],,밝은 음악
33.667,35.035,R260-S01-T008-U000003,[구성진 음악],,구성진 음악
35.102,36.536,R260-S01-T008-U000004,(이호)[영어]우리 비행기는 어디 있어?,우리 비행기는 어디 있어 ?,이호 영어 우리 비행기는 어디 있어 ?
37.07,38.939,R260-S01-T008-U000005,45분 이상 연착되는 거야?,분 이상 연착되는 거야 ?,분 이상 연착되는 거야 ?
39.006,40.707,R260-S01-T008-U000006,그냥 45분 연착됐다는 거야?,그냥 분 연착됐다는 거야 ?,그냥 분 연착됐다는 거야 ?
40.774,41.808,R260-S01-T008-U000007,(승기)45분,분,승기 분
48.782,51.184,R260-S01-T008-U000008,"[한국어]아무도 재촉을안 하는 것 같더라고요, 근데","아무도 재촉을안 하는 것 같더라고요 , 근데","한국어 아무도 재촉을안 하는 것 같더라고요 , 근데"
51.985,53.153,R260-S01-T008-U000009,그냥 이런 건가 봐,그냥 이런 건가 봐,그냥 이런 건가 봐
53.253,55.188,R260-S01-T008-U000010,[영어]- (이호) 어디에...- (승기) 우리 언제 갈 수 있어?,어디에 . . . 우리 언제 갈 수 있어 ?,영어 이호 어디에 . . . 승기 우리 언제 갈 수 있어 ?
55.255,56.189,R260-S01-T008-U000011,[함께 웃는다],,함께 웃는다
56.256,58.292,R260-S01-T008-U000012,- (승기) 언제 갈 수 있는 거지?- 우리 비행기는 어디 있어?,언제 갈 수 있는 거지 ? 우리 비행기는 어디 있어 ?,승기 언제 갈 수 있는 거지 ? 우리 비행기는 어디 있어 ?
59.493,61.461,R260-S01-T008-U000013,[사이렌이 울린다],,사이렌이 울린다
64.331,65.999,R260-S01-T008-U000014,[긴장되는 음악],,긴장되는 음악
73.507,75.108,R260-S01-T008-U000015,(이호)저분들 밖으로 나오셨어,저분들 밖으로 나오셨어,이호 저분들 밖으로 나오셨어
79.746,80.948,R260-S01-T008-U000016,[긴장되는 효과음],,긴장되는 효과음
88.956,90.257,R260-S01-T008-U000017,"(PD)[한국어]아, 새 쫓는 소리래요","아 , 새 쫓는 소리래요","한국어 아 , 새 쫓는 소리래요"
90.324,91.591,R260-S01-T008-U000018,[익살스러운 음악],,익살스러운 음악
91.925,92.926,R260-S01-T008-U000019,(이호)뭐야?,뭐야 ?,이호 뭐야 ?
93.827,95.028,R260-S01-T008-U000020,[영어]- 새- (이호) 새?,새 새 ?,영어 새 이호 새 ?
