begin,end,id,text,prep_verbal,prep_read
6.506,9.927,R128-S01-T002-U000001,"""NETFLIX 오리지널 시리즈""",,
10.01,12.012,R128-S01-T002-U000002,[주제곡],,주제곡
45.003,47.256,R128-S01-T002-U000003,[무거운 음악],,무거운 음악
48.799,51.009,R128-S01-T002-U000004,(난도)[안경을 삑 터치하며]관리자 모드 실행해,관리자 모드 실행해,난도 안경을 삑 터치하며 관리자 모드 실행해
53.553,54.471,R128-S01-T002-U000005,디바이스는?,디바이스는 ?,디바이스는 ?
57.14,58.1,R128-S01-T002-U000006,문제없네,문제없네,문제없네
60.06,61.311,R128-S01-T002-U000007,[한숨],,한숨
61.395,64.064,R128-S01-T002-U000008,"홀로 너, 왜 위치는 보고 안 한 거야?","홀로 너 , 왜 위치는 보고 안 한 거야 ?","홀로 너 , 왜 위치는 보고 안 한 거야 ?"
64.481,65.774,R128-S01-T002-U000009,한참 찾았잖아,한참 찾았잖아,한참 찾았잖아
65.899,68.527,R128-S01-T002-U000010,"(홀로)미안, 쫓기던 중이라추적당할까 봐 그랬어","미안 , 쫓기던 중이라추적당할까 봐 그랬어","홀로 미안 , 쫓기던 중이라추적당할까 봐 그랬어"
68.61,69.987,R128-S01-T002-U000011,돌아가서 제대로 점검해 보자,돌아가서 제대로 점검해 보자,돌아가서 제대로 점검해 보자
70.404,71.28,R128-S01-T002-U000012,(홀로)잠깐만,잠깐만,홀로 잠깐만
73.991,75.951,R128-S01-T002-U000013,나 이 여자랑 좀 더 지내보고 싶은데,나 이 여자랑 좀 더 지내보고 싶은데,나 이 여자랑 좀 더 지내보고 싶은데
76.618,77.869,R128-S01-T002-U000014,그러면 안 될까?,그러면 안 될까 ?,그러면 안 될까 ?
77.953,78.829,R128-S01-T002-U000015,뭐?,뭐 ?,뭐 ?
79.496,81.873,R128-S01-T002-U000016,"(난도)하, 대체 이유가 뭔데?","하 , 대체 이유가 뭔데 ?","난도 하 , 대체 이유가 뭔데 ?"
81.957,82.916,R128-S01-T002-U000017,그냥,그냥,그냥
84.418,85.294,R128-S01-T002-U000018,그냥?,그냥 ?,그냥 ?
86.086,88.338,R128-S01-T002-U000019,(난도)너 방금 그냥이라고 했냐?,너 방금 그냥이라고 했냐 ?,난도 너 방금 그냥이라고 했냐 ?
88.422,89.464,R128-S01-T002-U000020,(홀로)응,응,홀로 응
90.048,91.008,R128-S01-T002-U000021,넌 인공 지능이야,넌 인공 지능이야,넌 인공 지능이야
91.55,94.678,R128-S01-T002-U000022,(난도)사람은 간혹 자기 판단에이유를 댈 수 없어도 넌 그러면 안 돼,사람은 간혹 자기 판단에이유를 댈 수 없어도 넌 그러면 안 돼,난도 사람은 간혹 자기 판단에이유를 댈 수 없어도 넌 그러면 안 돼
94.761,96.013,R128-S01-T002-U000023,이건 심각한 문제라고,이건 심각한 문제라고,이건 심각한 문제라고
96.513,98.056,R128-S01-T002-U000024,"씁, 그런가?","씁 , 그런가 ?","씁 , 그런가 ?"
