begin,end,id,text,prep_verbal,prep_read
29.321,32.115,R218-S01-T001-U000001,"""NETFLIX 제공""",,
38.789,40.916,R218-S01-T001-U000002,[새가 지저귄다],,새가 지저귄다
47.673,49.549,R218-S01-T001-U000003,[바람이 휭 분다],,바람이 휭 분다
58.517,60.519,R218-S01-T001-U000004,[트렁크를 드르륵 끈다],,트렁크를 드르륵 끈다
74.241,75.617,R218-S01-T001-U000005,[타이어 마찰음],,타이어 마찰음
95.012,95.971,R218-S01-T001-U000006,[낑낑댄다],,낑낑댄다
96.054,99.808,R218-S01-T001-U000007,"(성호)야, 인마이제서야 나타나면 어떡하냐, 어?","야 , 인마이제서야 나타나면 어떡하냐 , 어 ?","성호 야 , 인마이제서야 나타나면 어떡하냐 , 어 ?"
99.891,100.892,R218-S01-T001-U000008,[강아지가 연신 낑낑댄다],,강아지가 연신 낑낑댄다
102.102,103.27,R218-S01-T001-U000009,엄마 병원은 가 봤어?,엄마 병원은 가 봤어 ?,엄마 병원은 가 봤어 ?
106.106,107.232,R218-S01-T001-U000010,아저씨,아저씨,아저씨
109.234,111.486,R218-S01-T001-U000011,핸드폰 좀 빌려주실 수 있으세요?,핸드폰 좀 빌려주실 수 있으세요 ?,핸드폰 좀 빌려주실 수 있으세요 ?
113.155,114.197,R218-S01-T001-U000012,[성호의 힘주는 신음],,성호의 힘주는 신음
115.824,116.742,R218-S01-T001-U000013,안 받아?,안 받아 ?,안 받아 ?
118.035,119.494,R218-S01-T001-U000014,(서연)네[성호의 한숨],네,서연 네 성호의 한숨
119.578,121.747,R218-S01-T001-U000015,(성호)어디다 두고 왔는지도 기억 안 나고?,어디다 두고 왔는지도 기억 안 나고 ?,성호 어디다 두고 왔는지도 기억 안 나고 ?
122.247,124.499,R218-S01-T001-U000016,아마 기차에 두고 내린 것 같은데,아마 기차에 두고 내린 것 같은데,아마 기차에 두고 내린 것 같은데
124.583,127.627,R218-S01-T001-U000017,아저씨 거 하루 써어차피 전화 올 데도 없다,아저씨 거 하루 써어차피 전화 올 데도 없다,아저씨 거 하루 써어차피 전화 올 데도 없다
127.711,130.505,R218-S01-T001-U000018,"아니요, 괜찮아요집 전화 있을 거예요","아니요 , 괜찮아요집 전화 있을 거예요","아니요 , 괜찮아요집 전화 있을 거예요"
131.256,132.924,R218-S01-T001-U000019,(성호)집 전화? 응[성호가 휴대전화를 탁 받는다],집 전화 ? 응,성호 집 전화 ? 응 성호가 휴대전화를 탁 받는다
134.217,135.427,R218-S01-T001-U000020,[탄성],,탄성
135.51,139.556,R218-S01-T001-U000021,"그래도 여기서는이 집이 제일 멋있다, 응?","그래도 여기서는이 집이 제일 멋있다 , 응 ?","그래도 여기서는이 집이 제일 멋있다 , 응 ?"
141.975,143.018,R218-S01-T001-U000022,[차분한 음악],,차분한 음악
143.101,144.895,R218-S01-T001-U000023,[도어 록 조작음],,도어 록 조작음
144.978,146.647,R218-S01-T001-U000024,[도어 록 작동음],,도어 록 작동음
152.736,154.738,R218-S01-T001-U000025,[서연이 커튼을 탁탁 걷는다],,서연이 커튼을 탁탁 걷는다
177.803,180.597,R218-S01-T001-U000026,[서연이 짐을 부스럭 뒤적인다],,서연이 짐을 부스럭 뒤적인다
200.242,202.077,R218-S01-T001-U000027,[통화 연결음],,통화 연결음
202.16,203.245,R218-S01-T001-U000028,[손톱을 탁 물어뜯는다],,손톱을 탁 물어뜯는다
206.248,207.29,R218-S01-T001-U000029,(여자)여보세요,여보세요,여자 여보세요
208.291,211.461,R218-S01-T001-U000030,"안녕하세요, 핸드폰 주우셨죠?","안녕하세요 , 핸드폰 주우셨죠 ?","안녕하세요 , 핸드폰 주우셨죠 ?"
211.545,212.421,R218-S01-T001-U000031,(여자)네,네,여자 네
214.131,215.757,R218-S01-T001-U000032,제가 핸드폰 주인인데요,제가 핸드폰 주인인데요,제가 핸드폰 주인인데요
215.841,218.135,R218-S01-T001-U000033,혹시 KTX에 두고 내렸나요?,혹시 에 두고 내렸나요 ?,혹시 에 두고 내렸나요 ?
219.01,219.845,R218-S01-T001-U000034,(여자)네,네,여자 네
222.097,223.765,R218-S01-T001-U000035,지금 어디에 계세요?제가 찾으러 갈게요,지금 어디에 계세요 ? 제가 찾으러 갈게요,지금 어디에 계세요 ? 제가 찾으러 갈게요
223.849,225.35,R218-S01-T001-U000036,"- (남자) 야, 돈 주는지 물어봐- (여자) 뭐?","야 , 돈 주는지 물어봐 뭐 ?","남자 야 , 돈 주는지 물어봐 여자 뭐 ?"
225.434,227.644,R218-S01-T001-U000037,"(여자)아, 네가 정확하게 물어봐[남자의 재촉하는 신음]","아 , 네가 정확하게 물어봐","여자 아 , 네가 정확하게 물어봐 남자의 재촉하는 신음"
227.727,229.062,R218-S01-T001-U000038,사례비 줘요?,사례비 줘요 ?,사례비 줘요 ?
229.813,230.772,R218-S01-T001-U000039,네?,네 ?,네 ?
231.565,233.15,R218-S01-T001-U000040,(여자)이거 갤노트9 맞죠?,이거 갤노트 맞죠 ?,여자 이거 갤노트 맞죠 ?
234.484,235.61,R218-S01-T001-U000041,저희가 다시 전화드릴게요,저희가 다시 전화드릴게요,저희가 다시 전화드릴게요
235.694,237.237,R218-S01-T001-U000042,[통화가 뚝 끊긴다](서연)여보세요?,여보세요 ?,통화가 뚝 끊긴다 서연 여보세요 ?
237.32,238.655,R218-S01-T001-U000043,[통화 종료음],,통화 종료음
238.738,241.241,R218-S01-T001-U000044,[재다이얼 작동음],,재다이얼 작동음
241.324,244.703,R218-S01-T001-U000045,[안내 음성]고객님의 전화기가 꺼져 있어삐 소리 이후…,고객님의 전화기가 꺼져 있어삐 소리 이후,안내 음성 고객님의 전화기가 꺼져 있어삐 소리 이후
244.786,246.621,R218-S01-T001-U000046,[재다이얼 작동음][서연의 헛웃음],,재다이얼 작동음 서연의 헛웃음
247.247,248.582,R218-S01-T001-U000047,[안내 음성]고객님의 전화기가 꺼져 있어…,고객님의 전화기가 꺼져 있어,안내 음성 고객님의 전화기가 꺼져 있어
248.665,249.583,R218-S01-T001-U000048,[마우스 클릭음],,마우스 클릭음
251.626,252.544,R218-S01-T001-U000049,[마우스 클릭음],,마우스 클릭음
254.087,256.298,R218-S01-T001-U000050,[전화벨이 울린다],,전화벨이 울린다
257.716,258.55,R218-S01-T001-U000051,[프로그램 작동음],,프로그램 작동음
261.386,262.804,R218-S01-T001-U000052,[전화기 조작음](서연)여보세요?,여보세요 ?,전화기 조작음 서연 여보세요 ?
263.346,265.432,R218-S01-T001-U000053,[영숙의 거친 숨소리],,영숙의 거친 숨소리
266.475,267.601,R218-S01-T001-U000054,(영숙)네 말이 맞아,네 말이 맞아,영숙 네 말이 맞아
268.268,270.27,R218-S01-T001-U000055,엄마 진짜 미친년이야,엄마 진짜 미친년이야,엄마 진짜 미친년이야
270.812,272.814,R218-S01-T001-U000056,나 집에 완전히 갇혔어,나 집에 완전히 갇혔어,나 집에 완전히 갇혔어
272.898,276.067,R218-S01-T001-U000057,"어, 죄송한데지금 어디에 전화 거셨어요?[영숙의 거친 숨소리]","어 , 죄송한데지금 어디에 전화 거셨어요 ?","어 , 죄송한데지금 어디에 전화 거셨어요 ? 영숙의 거친 숨소리"
277.527,278.862,R218-S01-T001-U000058,(영숙)거기 선희네 아니에요?,거기 선희네 아니에요 ?,영숙 거기 선희네 아니에요 ?
278.945,281.281,R218-S01-T001-U000059,[무거운 음악],,무거운 음악
281.364,283.158,R218-S01-T001-U000060,"아닌데요, 전화 잘못 거신 거 같은데…[통화가 뚝 끊긴다]","아닌데요 , 전화 잘못 거신 거 같은데","아닌데요 , 전화 잘못 거신 거 같은데 통화가 뚝 끊긴다"
283.241,285.118,R218-S01-T001-U000061,[통화 종료음],,통화 종료음
293.251,295.629,R218-S01-T001-U000062,(의사)여기 우측 뇌를 뒤덮은 게 보이죠?,여기 우측 뇌를 뒤덮은 게 보이죠 ?,의사 여기 우측 뇌를 뒤덮은 게 보이죠 ?
296.129,297.923,R218-S01-T001-U000063,이게 겉 피부를 절개하고,이게 겉 피부를 절개하고,이게 겉 피부를 절개하고
298.006,302.344,R218-S01-T001-U000064,또 그 안의 두개골을 갈라 내서종양을 잘라 내는 수술이에요,또 그 안의 두개골을 갈라 내서종양을 잘라 내는 수술이에요,또 그 안의 두개골을 갈라 내서종양을 잘라 내는 수술이에요
302.886,304.93,R218-S01-T001-U000065,여기서는 수술을 할 수가 없고요,여기서는 수술을 할 수가 없고요,여기서는 수술을 할 수가 없고요
305.013,307.974,R218-S01-T001-U000066,큰 병원으로 가서 해야 하는어려운 수술입니다[삐 소리가 울린다],큰 병원으로 가서 해야 하는어려운 수술입니다,큰 병원으로 가서 해야 하는어려운 수술입니다 삐 소리가 울린다
308.517,311.728,R218-S01-T001-U000067,"[먹먹한 효과음]1밀리, 2밀리 차이로환자가 혼수상태가 오거나","밀리 , 밀리 차이로환자가 혼수상태가 오거나","먹먹한 효과음 밀리 , 밀리 차이로환자가 혼수상태가 오거나"
311.812,313.522,R218-S01-T001-U000068,마비 상태가 올 수…,마비 상태가 올 수,마비 상태가 올 수
314.356,316.525,R218-S01-T001-U000069,[서연이 사과를 쓱쓱 깎는다],,서연이 사과를 쓱쓱 깎는다
318.693,320.028,R218-S01-T001-U000070,(서연 모)살 다 깎아 나간다,살 다 깎아 나간다,서연 모 살 다 깎아 나간다
321.112,322.28,R218-S01-T001-U000071,[멀리서 사이렌이 울린다],,멀리서 사이렌이 울린다
325.158,326.284,R218-S01-T001-U000072,[서연 모의 한숨],,서연 모의 한숨
326.368,328.119,R218-S01-T001-U000073,(서연 모)너 영미 아줌마 기억나?,너 영미 아줌마 기억나 ?,서연 모 너 영미 아줌마 기억나 ?
329.246,330.121,R218-S01-T001-U000074,(서연)아니,아니,서연 아니
331.039,333.083,R218-S01-T001-U000075,"(서연 모)아, 왜, 보험 하는 엄마 친구 있잖아","아 , 왜 , 보험 하는 엄마 친구 있잖아","서연 모 아 , 왜 , 보험 하는 엄마 친구 있잖아"
333.583,335.46,R218-S01-T001-U000076,얼굴 하얗고 코 오뚝한,얼굴 하얗고 코 오뚝한,얼굴 하얗고 코 오뚝한
336.294,337.379,R218-S01-T001-U000077,그 아줌마 왜?,그 아줌마 왜 ?,그 아줌마 왜 ?
340.257,342.717,R218-S01-T001-U000078,(서연 모)알아서 정리해 줄 거야,알아서 정리해 줄 거야,서연 모 알아서 정리해 줄 거야
342.801,343.885,R218-S01-T001-U000079,뭐를?,뭐를 ?,뭐를 ?
343.969,346.012,R218-S01-T001-U000080,"뭐긴 뭐야, 보험금이지","뭐긴 뭐야 , 보험금이지","뭐긴 뭐야 , 보험금이지"
346.096,349.724,R218-S01-T001-U000081,네가 백날 편의점 알바를 해 봐라1억을 모을 수 있는지,네가 백날 편의점 알바를 해 봐라억을 모을 수 있는지,네가 백날 편의점 알바를 해 봐라억을 모을 수 있는지
352.435,353.27,R218-S01-T001-U000082,(서연 모)내일,내일,서연 모 내일
354.437,356.523,R218-S01-T001-U000083,아빠 산소 좀 한번 갔다 와,아빠 산소 좀 한번 갔다 와,아빠 산소 좀 한번 갔다 와
358.858,360.485,R218-S01-T001-U000084,관리인 아저씨한테,관리인 아저씨한테,관리인 아저씨한테
361.987,365.949,R218-S01-T001-U000085,옆이 나은지합장이 나은지도 좀 물어보고,옆이 나은지합장이 나은지도 좀 물어보고,옆이 나은지합장이 나은지도 좀 물어보고
367.659,368.618,R218-S01-T001-U000086,[서연의 한숨],,서연의 한숨
370.328,371.997,R218-S01-T001-U000087,엄마 입에서 그런 말이 나와?,엄마 입에서 그런 말이 나와 ?,엄마 입에서 그런 말이 나와 ?
375.166,376.126,R218-S01-T001-U000088,(서연 모)뭐?,뭐 ?,서연 모 뭐 ?
377.419,379.963,R218-S01-T001-U000089,엄마가 아빠 옆에묻힐 수 있다고 생각하냐고,엄마가 아빠 옆에묻힐 수 있다고 생각하냐고,엄마가 아빠 옆에묻힐 수 있다고 생각하냐고
382.007,382.882,R218-S01-T001-U000090,(서연)왜?,왜 ?,서연 왜 ?
383.633,385.343,R218-S01-T001-U000091,내가 틀린 말 했어?,내가 틀린 말 했어 ?,내가 틀린 말 했어 ?
387.762,389.764,R218-S01-T001-U000092,너 그렇게 말하는 거 아니야,너 그렇게 말하는 거 아니야,너 그렇게 말하는 거 아니야
392.976,393.977,R218-S01-T001-U000093,[한숨],,한숨
401.484,402.36,R218-S01-T001-U000094,[서연의 한숨],,서연의 한숨
404.446,406.531,R218-S01-T001-U000095,지금 이 상황에서도 뭐가 바르고 싶어?,지금 이 상황에서도 뭐가 바르고 싶어 ?,지금 이 상황에서도 뭐가 바르고 싶어 ?
407.991,409.868,R218-S01-T001-U000096,[차분한 음악],,차분한 음악
413.58,414.456,R218-S01-T001-U000097,[한숨],,한숨
423.089,424.007,R218-S01-T001-U000098,[한숨],,한숨
426.718,429.095,R218-S01-T001-U000099,[전화벨이 울린다],,전화벨이 울린다
430.388,432.182,R218-S01-T001-U000100,[서연의 가쁜 숨소리],,서연의 가쁜 숨소리
436.394,438.104,R218-S01-T001-U000101,(서연)[가쁜 숨을 내뱉으며]여보세요?,여보세요 ?,서연 가쁜 숨을 내뱉으며 여보세요 ?
438.772,441.566,R218-S01-T001-U000102,"(영숙)선희야, 엄마가나 죽이려고 하는 것 같아","선희야 , 엄마가나 죽이려고 하는 것 같아","영숙 선희야 , 엄마가나 죽이려고 하는 것 같아"
441.65,442.609,R218-S01-T001-U000103,네?,네 ?,네 ?
442.692,445.987,R218-S01-T001-U000104,(영숙)지금 좀 우리 집으로 와 봐주소 알지?,지금 좀 우리 집으로 와 봐주소 알지 ?,영숙 지금 좀 우리 집으로 와 봐주소 알지 ?
446.071,447.697,R218-S01-T001-U000105,보성읍 영천리 4번지,보성읍 영천리 번지,보성읍 영천리 번지
447.781,448.865,R218-S01-T001-U000106,[한숨],,한숨
449.616,450.784,R218-S01-T001-U000107,"누구세요, 자꾸?","누구세요 , 자꾸 ?","누구세요 , 자꾸 ?"
452.118,453.87,R218-S01-T001-U000108,(영숙)거기 선희네 가게 아니에요?,거기 선희네 가게 아니에요 ?,영숙 거기 선희네 가게 아니에요 ?
454.371,455.622,R218-S01-T001-U000109,"아니에요, 그런 곳","아니에요 , 그런 곳","아니에요 , 그런 곳"
456.373,459.167,R218-S01-T001-U000110,"(영숙)하, 지랄하네너 일부러 그러는 거잖아","하 , 지랄하네너 일부러 그러는 거잖아","영숙 하 , 지랄하네너 일부러 그러는 거잖아"
459.876,460.961,R218-S01-T001-U000111,네?,네 ?,네 ?
461.044,461.92,R218-S01-T001-U000112,[통화가 뚝 끊긴다],,통화가 뚝 끊긴다
462.003,463.713,R218-S01-T001-U000113,[통화 종료음],,통화 종료음
465.382,466.341,R218-S01-T001-U000114,[전화기 조작음][한숨],,전화기 조작음 한숨
475.809,476.935,R218-S01-T001-U000115,[우편물을 사락 집는다],,우편물을 사락 집는다
482.399,484.609,R218-S01-T001-U000116,[긴장되는 음악],,긴장되는 음악
498.54,500.25,R218-S01-T001-U000117,[서연의 옅은 숨소리],,서연의 옅은 숨소리
507.966,509.009,R218-S01-T001-U000118,[쾅 소리가 들린다],,쾅 소리가 들린다
510.218,512.22,R218-S01-T001-U000119,[바람 소리가 윙 들린다],,바람 소리가 윙 들린다
512.303,513.388,R218-S01-T001-U000120,[서연이 스위치를 탁탁 켠다],,서연이 스위치를 탁탁 켠다
514.014,516.433,R218-S01-T001-U000121,[바람 소리가 윙 들린다],,바람 소리가 윙 들린다
532.449,533.408,R218-S01-T001-U000122,[떨리는 숨소리],,떨리는 숨소리
535.243,536.453,R218-S01-T001-U000123,[서연의 안도하는 숨소리],,서연의 안도하는 숨소리
537.287,538.246,R218-S01-T001-U000124,[짜증 섞인 신음],,짜증 섞인 신음
538.329,540.373,R218-S01-T001-U000125,[망치질 소리가 들린다],,망치질 소리가 들린다
550.3,552.177,R218-S01-T001-U000126,[못이 달그락 떨어진다],,못이 달그락 떨어진다
564.355,566.149,R218-S01-T001-U000127,[벽을 탕탕 두드린다],,벽을 탕탕 두드린다
576.785,579.037,R218-S01-T001-U000128,[못이 달그락 떨어진다],,못이 달그락 떨어진다
583.166,584.334,R218-S01-T001-U000129,[서연이 벽을 쾅 친다],,서연이 벽을 쾅 친다
585.96,588.213,R218-S01-T001-U000130,[바람 소리가 윙 들린다],,바람 소리가 윙 들린다
597.847,600.016,R218-S01-T001-U000131,[긴장감이 고조되는 음악][가쁜 숨소리],,긴장감이 고조되는 음악 가쁜 숨소리
604.979,607.19,R218-S01-T001-U000132,[서연의 가쁜 숨소리],,서연의 가쁜 숨소리
611.277,613.321,R218-S01-T001-U000133,[무거운 음악],,무거운 음악
620.453,623.081,R218-S01-T001-U000134,[서연의 떨리는 숨소리],,서연의 떨리는 숨소리
629.963,631.297,R218-S01-T001-U000135,[놀라는 숨소리],,놀라는 숨소리
644.31,646.271,R218-S01-T001-U000136,[물소리가 조르르 난다],,물소리가 조르르 난다
650.984,652.152,R218-S01-T001-U000137,[긴장되는 효과음][놀라는 숨소리],,긴장되는 효과음 놀라는 숨소리
